Name,Latitude,Longitude,Description,Day
"Årestrupsvej 28, 9000 Aalborg",57.041762,9.968004,CONTAINER,4
"Stenbjergvej 289, 9220 Aalborg Øst",57.039228,10.002874,CONTAINER,4
"Stenbjergvej 273, 9220 Aalborg Øst",57.038799,10.002243,CONTAINER,4
"Skallerupvej 48, 9220 Aalborg Øst",57.038763,10.014102,CONTAINER,4
"Skallerupvej 186, 9220 Aalborg Øst",57.038801,10.012584,CONTAINER,4
"Skallerupvej 238, 9220 Aalborg Øst",57.038602,10.008653,CONTAINER,4
"Skallerupvej 270, 9220 Aalborg Øst",57.038931,10.009384,CONTAINER,4
"Skallerupvej 266, 9220 Aalborg Øst",57.039271,10.008994,CONTAINER,4
"Skallerupvej 216, 9220 Aalborg Øst",57.038818,10.010163,CONTAINER,4
"Skallerupvej 148, 9220 Aalborg Øst",57.038512,10.011723,CONTAINER,4
"Skallerupvej 60, 9220 Aalborg Øst",57.038315,10.014737,CONTAINER,4
"Skallerupvej 178, 9220 Aalborg Øst",57.038675,10.013391,CONTAINER,4
"Skallerupvej 11, 9220 Aalborg Øst",57.03949,10.01452,CONTAINER,4
"Saltumvej 29, 9220 Aalborg Øst",57.035894,10.008194,CONTAINER,4
"Saltumvej 11 B, 9220 Aalborg Øst",57.035584,10.009005,CONTAINER,4
"Saltumvej 38, 9220 Aalborg Øst",57.036628,10.009115,CONTAINER,4
"Ravnkildevej 12, 9220 Aalborg Øst",57.033632,10.004387,CONTAINER,4
"Ravnkildevej 32, 9220 Aalborg Øst",57.033599,10.002448,CONTAINER,4
"Ravnkildevej 42, 9220 Aalborg Øst",57.032682,10.002638,CONTAINER,4
"Ravnkildevej 72 A, 9220 Aalborg Øst",57.032768,10.004613,CONTAINER,4
"Blåkildevej 117, 9220 Aalborg Øst",57.030422,10.001843,CONTAINER,4
"Blåkildevej 146, 9220 Aalborg Øst",57.029757,10.000645,CONTAINER,4
"Blåkildevej 120, 9220 Aalborg Øst",57.030007,9.99948,CONTAINER,4
"Blåkildevej 86, 9220 Aalborg Øst",57.031119,9.998756,CONTAINER,4
"Blåkildevej 69, 9220 Aalborg Øst",57.031428,9.999628,CONTAINER,4
"Blåkildevej 67 A, 9220 Aalborg Øst",57.03206,9.999229,CONTAINER,4
"Blåkildevej 81, 9220 Aalborg Øst",57.031971,10.000577,CONTAINER,4
"Blåkildevej 103 B, 9220 Aalborg Øst",57.031143,10.000541,CONTAINER,4
"Blåkildevej 64, 9220 Aalborg Øst",57.031949,9.998235,CONTAINER,4
"Blåkildevej 52, 9220 Aalborg Øst",57.032359,9.997463,CONTAINER,4
"Blåkildevej 55 B, 9220 Aalborg Øst",57.032877,9.999349,CONTAINER,4
"Blåkildevej 45 B, 9220 Aalborg Øst",57.032892,10.000334,CONTAINER,4
"Blåkildevej 28, 9220 Aalborg Øst",57.033224,9.997252,CONTAINER,4
"Sebbersundvej 43, 9220 Aalborg Øst",57.030866,9.994813,CONTAINER,4
"Sebbersundvej 33, 9220 Aalborg Øst",57.030322,9.995322,CONTAINER,4
"Sebbersundvej 19, 9220 Aalborg Øst",57.029606,9.995358,CONTAINER,4
"Sebbersundvej 9, 9220 Aalborg Øst",57.029248,9.996339,CONTAINER,4
"Sebbersundvej 34, 9220 Aalborg Øst",57.031081,9.996105,CONTAINER,4
"Sebbersundvej 22, 9220 Aalborg Øst",57.03043,9.996621,CONTAINER,4
"Sebbersundvej 10, 9220 Aalborg Øst",57.029776,9.997135,CONTAINER,4
"Sebbersundvej 2 H, 9220 Aalborg Øst",57.028219,9.999212,CONTAINER,4
"Hvalpsundvej 24, 9220 Aalborg Øst",57.025326,9.997828,CONTAINER,4
"Hvalpsundvej 52, 9220 Aalborg Øst",57.02474,9.996989,CONTAINER,4
"Hvalpsundvej 109, 9220 Aalborg Øst",57.024052,9.9976,CONTAINER,4
"Hvalpsundvej 133, 9220 Aalborg Øst",57.024716,9.998464,CONTAINER,4
"Tornhøjgård 51, 9220 Aalborg Øst",57.026357,9.999207,CONTAINER,4
"Tornhøjgård 25, 9220 Aalborg Øst",57.026724,9.999308,CONTAINER,4
"Sallingsundvej 55, 9220 Aalborg Øst",57.026647,9.997655,CONTAINER,4
"Sallingsundvej 33, 9220 Aalborg Øst",57.026201,9.996679,CONTAINER,4
"Sallingsundvej 71, 9220 Aalborg Øst",57.025611,9.996359,CONTAINER,4
"Sallingsundvej 45, 9220 Aalborg Øst",57.025552,9.995493,CONTAINER,4
"Sallingsundvej 17, 9220 Aalborg Øst",57.026164,9.995648,CONTAINER,4
"Sallingsundvej 37, 9220 Aalborg Øst",57.026039,9.996215,CONTAINER,4
"Sallingsundvej 9, 9220 Aalborg Øst",57.026666,9.99629,CONTAINER,4
"Tornhøjvej 10, 9220 Aalborg Øst",57.023525,9.998646,CONTAINER,4
"Tornhøjvej 6 A, 9220 Aalborg Øst",57.02502,10.000593,CONTAINER,4
"Tornhøjvej 2 E, 9220 Aalborg Øst",57.026241,10.00153,CONTAINER,4
"Tornhøjvej 4, 9220 Aalborg Øst",57.025888,10.001209,CONTAINER,4
"Fyrkildevej 15, 9220 Aalborg Øst",57.027027,10.003113,CONTAINER,4
"Fyrkildevej 2, 9220 Aalborg Øst",57.026194,10.005466,CONTAINER,4
"Fyrkildevej 26, 9220 Aalborg Øst",57.026005,10.007192,CONTAINER,4
"Fyrkildevej 34, 9220 Aalborg Øst",57.02653,10.007228,CONTAINER,4
"Fyrkildevej 50, 9220 Aalborg Øst",57.026755,10.006406,CONTAINER,4
"Fyrkildevej 66, 9220 Aalborg Øst",57.027547,10.006545,CONTAINER,4
"Fyrkildevej 80, 9220 Aalborg Øst",57.027514,10.007976,CONTAINER,4
"Fyrkildevej 104, 9220 Aalborg Øst",57.028218,10.007679,CONTAINER,4
"Fyrkildevej 114, 9220 Aalborg Øst",57.028288,10.006726,CONTAINER,4
"Fyrkildevej 60, 9220 Aalborg Øst",57.027735,10.006063,CONTAINER,4
"Fyrkildevej 65, 9220 Aalborg Øst",57.027938,10.004177,CONTAINER,4
"Fyrkildevej 53, 9220 Aalborg Øst",57.028008,10.003221,CONTAINER,4
"Fyrkildevej 1, 9220 Aalborg Øst",57.027268,10.005026,CONTAINER,4
"Fyrkildevej 5, 9220 Aalborg Øst",57.026856,10.005029,CONTAINER,4
"Tambosundvej 9, 9220 Aalborg Øst",57.024485,9.991525,CONTAINER,4
"Tambosundvej 19, 9220 Aalborg Øst",57.024806,9.992841,CONTAINER,4
"Tambosundvej 49, 9220 Aalborg Øst",57.024613,9.993404,CONTAINER,4
"Tambosundvej 69, 9220 Aalborg Øst",57.024106,9.992975,CONTAINER,4
"Tambosundvej 75, 9220 Aalborg Øst",57.024338,9.993739,CONTAINER,4
"Tambosundvej 55, 9220 Aalborg Øst",57.023748,9.991109,CONTAINER,4
"Oddesundvej 13, 9220 Aalborg Øst",57.023076,9.992054,CONTAINER,4
"Oddesundvej 5, 9220 Aalborg Øst",57.022935,9.99086,CONTAINER,4
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,7
"Julius Posselts Vej 8, 9400 Nørresundby",57.064694,9.896506,CONTAINER,7
"Julius Posselts Vej 1 A, 9400 Nørresundby",57.0648,9.899181,CONTAINER,7
"Anders Nielsens Vej 21 B, 9400 Nørresundby",57.064341,9.901907,CONTAINER,7
"Park Alle 17, 9220 Aalborg Øst",57.065561,10.030975,CONTAINER,7
"Venøsundvej 1, 9220 Aalborg Øst",57.021616,9.9897,CONTAINER,7
"Oddesundvej 74, 9220 Aalborg Øst",57.02346,9.993714,CONTAINER,7
"Oddesundvej 25, 9220 Aalborg Øst",57.023826,9.994424,CONTAINER,7
"Klarup Søpark 19, 9270 Klarup",57.014783,10.033128,CONTAINER,7
"Klarup Søpark 3, 9270 Klarup",57.014603,10.033877,CONTAINER,7
"Lodsholmvej 167, 9270 Klarup",57.016254,10.037153,CONTAINER,7
"Lodsholmvej 63, 9270 Klarup",57.0171,10.037784,CONTAINER,7
"Hørvej 43, 9270 Klarup",57.016492,10.043771,CONTAINER,7
"Brøndbjerggårdsvej 1, 9280 Storvorde",56.976251,10.288804,CONTAINER,7
"Havnen 13, 9370 Hals",56.99089,10.306159,CONTAINER,7
"Østergade 1, 9370 Hals",56.992757,10.307485,CONTAINER,7
"Færgevej 8 H, 9370 Hals",56.991597,10.310429,CONTAINER,7
"Egense Hjørnet 7, 9280 Storvorde",56.980589,10.301729,CONTAINER,7
"Kystvej 10, 9280 Storvorde",56.977324,10.27741,CONTAINER,7
"Mågevej 1, 9280 Storvorde",56.981186,10.202957,CONTAINER,7
"Degnelodden 34, 9280 Storvorde",56.99969,10.10419,CONTAINER,7
"Augustvej 30, 9270 Klarup",57.014701,10.057518,CONTAINER,7
"Hellasvej 14, 9270 Klarup",57.011247,10.046132,CONTAINER,7
"Roden 1, 9260 Gistrup",56.997511,9.999771,CONTAINER,7
"Roden 8, 9260 Gistrup",56.996666,9.998225,CONTAINER,7
"Dragehøjvej 6, 9260 Gistrup",56.994554,9.995618,CONTAINER,7
"Beltoften 37, 9260 Gistrup",56.999222,9.997621,CONTAINER,7
"Dybbroparken 38, 9260 Gistrup",56.999698,9.994756,CONTAINER,7
"Dybbroparken 16, 9260 Gistrup",56.999258,9.994716,CONTAINER,7
"Toppen 62, 9260 Gistrup",57.000256,9.983382,CONTAINER,7
"Toppen 12, 9260 Gistrup",57.000833,9.985305,CONTAINER,7
"Knasten 2, 9260 Gistrup",56.988287,9.981733,CONTAINER,7
"Knasten 40 B, 9260 Gistrup",56.987475,9.980043,CONTAINER,7
"Knasten 50 A, 9260 Gistrup",56.987758,9.981548,CONTAINER,7
"Knasten 82, 9260 Gistrup",56.988082,9.981922,CONTAINER,7
"Dannerhøj 20, 9210 Aalborg SØ",56.992044,9.928553,CONTAINER,7
"Dannerhøj 7, 9210 Aalborg SØ",56.991425,9.927981,CONTAINER,7
"Vissebakkegård 1, 9210 Aalborg SØ",56.9905,9.928358,CONTAINER,7
"Dannerhøj 98, 9210 Aalborg SØ",56.991588,9.924802,CONTAINER,7
"Dannerhøj 86, 9210 Aalborg SØ",56.991653,9.925684,CONTAINER,7
"Dannerhøj 70, 9210 Aalborg SØ",56.991714,9.926468,CONTAINER,7
"Runddyssen 77, 9230 Svenstrup J",56.970186,9.836977,CONTAINER,7
"Runddyssen 356, 9230 Svenstrup J",56.967479,9.840423,CONTAINER,7
"Runddyssen 206, 9230 Svenstrup J",56.967988,9.838698,CONTAINER,7
"Runddyssen 249, 9230 Svenstrup J",56.969063,9.840027,CONTAINER,7
"Runddyssen 99, 9230 Svenstrup J",56.96969,9.838033,CONTAINER,7
"Runddyssen 50, 9230 Svenstrup J",56.969156,9.835346,CONTAINER,7
"Danagården 57, 9230 Svenstrup J",56.967101,9.820291,CONTAINER,7
"Danagården 113, 9230 Svenstrup J",56.967311,9.822346,CONTAINER,7
"Danagården 12, 9230 Svenstrup J",56.966045,9.824202,CONTAINER,7
"Danagården 72, 9230 Svenstrup J",56.966714,9.823756,CONTAINER,7
"Valhal 60, 9230 Svenstrup J",56.96952,9.831368,CONTAINER,7
"Bautastenen 1, 9230 Svenstrup J",56.971773,9.834948,CONTAINER,7
"Hellekisten 15, 9230 Svenstrup J",56.974009,9.833994,CONTAINER,7
"Hellekisten 195, 9230 Svenstrup J",56.973287,9.831456,CONTAINER,7
"Hellekisten 157, 9230 Svenstrup J",56.974023,9.832014,CONTAINER,7
"Jættestuen 48, 9230 Svenstrup J",56.972845,9.835642,CONTAINER,7
"Jættestuen 4, 9230 Svenstrup J",56.973926,9.835404,CONTAINER,7
"Egemarksvej 2, 9230 Svenstrup J",56.972911,9.850458,CONTAINER,7
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,8
"Kikkenborg 22, 9310 Vodskov",57.104739,10.018649,CONTAINER,8
"Gennem Bakkerne 5, 9310 Vodskov",57.113775,10.025197,CONTAINER,8
"Viren 4, 9310 Vodskov",57.113103,10.027931,CONTAINER,8
"Store Tingbakke 7, 9310 Vodskov",57.110646,10.012372,CONTAINER,8
"Store Tingbakke 24, 9310 Vodskov",57.111104,10.011497,CONTAINER,8
"Store Tingbakke 218, 9310 Vodskov",57.110022,10.009354,CONTAINER,8
"Store Tingbakke 169, 9310 Vodskov",57.109758,10.007669,CONTAINER,8
"Store Tingbakke 170, 9310 Vodskov",57.109516,10.009064,CONTAINER,8
"Store Tingbakke 162, 9310 Vodskov",57.10938,10.009617,CONTAINER,8
"Store Tingbakke 134, 9310 Vodskov",57.109233,10.010571,CONTAINER,8
"Store Tingbakke 86, 9310 Vodskov",57.10975,10.011264,CONTAINER,8
"Store Tingbakke 77, 9310 Vodskov",57.110198,10.011876,CONTAINER,8
"Lille Tingbakke 16, 9310 Vodskov",57.111198,10.013056,CONTAINER,8
"Lille Tingbakke 8, 9310 Vodskov",57.112126,10.013802,CONTAINER,8
"Lille Tingbakke 2, 9310 Vodskov",57.112515,10.014412,CONTAINER,8
"Bodil Hjorths Vej 16, 9310 Vodskov",57.113347,10.020719,CONTAINER,8
"Bodil Hjorths Vej 12 A, 9310 Vodskov",57.115688,10.021093,CONTAINER,8
"Bodil Hjorths Vej 9, 9310 Vodskov",57.114102,10.021491,CONTAINER,8
"Bodil Hjorths Vej 7, 9310 Vodskov",57.114064,10.022808,CONTAINER,8
"Bodil Hjorths Vej 5, 9310 Vodskov",57.114409,10.024064,CONTAINER,8
"Bodil Hjorths Vej 2, 9310 Vodskov",57.115229,10.025644,CONTAINER,8
"Gennem Bakkerne 23 A, 9310 Vodskov",57.119283,10.025629,CONTAINER,8
"Pitsvej 7, 9310 Vodskov",57.117338,10.028369,CONTAINER,8
"Storemosevej 18, 9310 Vodskov",57.115091,10.032118,CONTAINER,8
"Storemosevej 31, 9310 Vodskov",57.117133,10.036008,CONTAINER,8
"Storemosevej 24, 9310 Vodskov",57.114022,10.034152,CONTAINER,8
"Tingvej 181, 9310 Vodskov",57.112144,10.030106,CONTAINER,8
"Skeldalen 17, 9310 Vodskov",57.114291,10.050186,CONTAINER,8
"Skeldalen 35, 9310 Vodskov",57.113689,10.049809,CONTAINER,8
"Attrupvej 15, 9310 Vodskov",57.116171,10.052428,CONTAINER,8
"Gravsholtvej 10, 9310 Vodskov",57.107974,10.08337,CONTAINER,8
"Ved Søerne 34, 9362 Gandrup",57.063591,10.184346,CONTAINER,8
"Ved Søerne 18, 9362 Gandrup",57.063134,10.184086,CONTAINER,8
"Midtergade 17 B, 9370 Hals",56.997429,10.307076,CONTAINER,8
"Mælkevejen 2 D, 9370 Hals",57.004005,10.328646,CONTAINER,8
"Strandvejen 57, 9370 Hals",57.018664,10.34162,CONTAINER,8
"Mikkelmark 13, 9370 Hals",57.050694,10.360032,CONTAINER,8
"Moselodden 6, 9370 Hals",57.056482,10.345598,CONTAINER,8
"Hou Mole 9, 9370 Hals",57.056699,10.377129,CONTAINER,8
"Torndalsvej 1 A, 9370 Hals",57.040607,10.356581,CONTAINER,8
"Strandvejen 86, 9370 Hals",57.030162,10.34905,CONTAINER,8
"Bisnapvej 30, 9370 Hals",57.008902,10.347564,CONTAINER,8
"Idrætsalle 67 B, 9370 Hals",57.000497,10.301835,CONTAINER,8
"Nåleøjet 46, 9310 Vodskov",57.062416,10.130094,CONTAINER,8
"Tranekær 24, 9310 Vodskov",57.066416,10.122166,CONTAINER,8
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,9
"Klosterholmsgade 29, 9240 Nibe",56.981334,9.631236,CONTAINER,9
"Peder Kolds Vej 32, 9240 Nibe",56.981665,9.631764,CONTAINER,9
"Sygehusvej 14, 9240 Nibe",56.979366,9.632977,CONTAINER,9
"Lundevej 121, 9240 Nibe",56.972555,9.652491,CONTAINER,9
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,10
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,11
